Comment,Image No.
"","85"
"Singular imagen en una bella foto, Joanna. Muy buena composicin de elementos: ciclista y rboles. Saludos.","85"
"","85"
"70 pages?  Wow, congrats!","86"
"Congrats. That's alot of pics.!","86"
"Snygg hstig gatubild!  gillar djupet","87"
"@Mr.Skaune: Tack tack, lite klyschig kanske. Mste vara en av de mest fotograferade motiven i Gteborg :) Gillade ocks djupet i bilden, tog den med full blndare med ett gammalt hederligt manuellt objektiv.  @Weinerhall: Tack tack, lite fusk i efterbehandlingen fr att framhva det lite, men det r ju resultatet som rknas :)","87"
"Som en mlning...:)","87"
"Kanske borde printa ut den och ha den p vggen? :)","87"
"vilka fina frger fint komponerat","87"
"Thats a big delight! My favourite street in Gteborg in the most beautiful autumn colors! Superb:)))","87"
"Snyggt med fint djup i bilden!","87"
"@Sina_f: Tackar :) Hsten gr sig bra p bild....  @Johan Gustavsson: Tackar tackar :)  @Weinerhall: I second that :)  @missis Jones: Thank you :)  @Martinsfoto: Tackar :)","87"
"nice! =)","87"
"Tackar :)","87"
"Blsigt och kallt :D","87"
"riktigt fin hst i stan-bild! perspektivet rockar  En version hade varit att utg frn ett mycket lgre perspektiv s att lite lv kunde komma i fokus p marken","87"
"Tack s mycket :) Frskte mig p den varianten ocks men den hr hade bttre skrpa ;)","87"
"Riktigt hrlig bild! ;)","87"
"love this....great work","87"
"fantastic!","87"
"Thanks all :D","87"
"Funderat p att trycka vykort och slja vykort till alla turister p Avenyn? Den hr skulle fungera bra :)","87"
"","88"
"","88"
".","88"
".,","88"
" ","88"
"Spectacular photo !","88"
"stunning color tones beautiful work","88"
"this is a good shot! :)","89"
"Great shot! Congratulations on Explore!","89"
"Excelente.","89"
"Fantastic Photo, congrats on Explore!!! Look my Photo Please, thanks!!!","89"
"BEAUTIFUL PICTURE CONGRATULATION FOR EXPLORE.  [ via flickriver explore --B M KANOJA ]","89"
"Gran trabajo fotogrfico y muy bien planteado en todas sus vertientes especficas, el procesado, la composicin, colorido e interpretacin del mensaje que transmite este gran trabajo, una realizacin digna de ser admirada y elogiada por su elaboracin, enhorabuena por mostrarlo, saludos y abrazos. :-)   Enhorabuena por el EXPLORE.  Feliz fin de semana.","89"
"Beautiful Winter shot!  The World Through My Eyes","89"
"Very nice shot! Well done!","90"
"Great rhythm here!","91"
"the retirement hammock","91"
"@","91"
"","92"
"Very nice shot! Well Done!","92"
"This is drama! love it!","93"
"What a wonderful shot indeed!","93"
"BEAUTIFUL PICTURE CONGRATULATION FOR EXPLORE.  [ via flickriver explore --B M KANOJA ]","93"
"great shot....congrat on explore.","93"
"Superb photo !! Congratulations on explore !!","93"
"Beautiful photo! Moving","93"
"Nice I'd like to be ther right now!","94"
"Sure would like seeing and smelling !! Great image !!","94"
"Beautiful .........","94"
"Bellaaaaa!!!!!","95"
"","95"
"nice color contrast,  from in between all power cuts here,  wishing you all the best this year let it be colorful !","97"
"","97"
"Beautiful capture!","97"
"Det fr man ju sga var en grann bild.","97"
"","97"
"","97"
"Fantastica Captura.","98"
"Thanks JM.","98"
"Superbe Travail !","99"
"Very nice!","99"
"Love the way the sky colours go from blue to yellow.","99"
"Wonderful! :-)","99"
"Thanks everyone!","99"
"quiero un da as","101"
"si, es muy reconfortante","101"
"pretty fall colors","101"
"bellisimo","101"
"Estupenda, muy bien lograda. Saludo.","101"
"","102"
"","102"
"","102"
",","102"
".","102"
"Qu maravilloso trabajo... Mis felicitaciones. Saludos.","102"
"","102"
"beautiful work nicely presented ... have an enjoyable weekend","102"
"Pracht winter!!     Gezien  Bewonderd in Beautiful Groningen ","102"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","102"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","102"
" Excelente, Vista En: * Dame 5 Premios * Post 1  Comment on the 5 next to yours.","102"
"Prachtig !!   Gezien in de groep Winter in Nederland en Vlaanderen ","102"
"Gezien in de groep Winter in Nederland en Vlaanderen ","102"
"nice blue tones","103"
"","104"
"lovely atmosphere and green, dof,compo","104"
"Hmmmmm... maybe Hibiya Koen?","104"
"","104"
"Thank you for your comments.  ","104"
"such a beautiful place! fantastic trees and flowers.","105"
"Beautiful place with strong vertical lines.","105"
"Thanks  cate  and  Sbastien  !  These cypresses among the buildings are something to be proud of in Madrid, I think!","105"
"bien, buen color de estos cipreses","105"
"Gracias  Jess Garrido ! A pesar de estar yndose la luz, qued suficiente color","105"
"Excellent compoistion Julian. This is a fabulous shot.","105"
"Thank you very much,  Julian Barker  !","105"
"Thanks for the invitation coupeuse meier!","105"
"Beautiful!","105"
"","105"
"Que lugar tan bonito y mimado ...  Los cipreses son unos rboles muy elegantes y sobrios, buena coleccin aqu ... aunque parece que uno de ellos no ha sobrevivido.","105"
"Tienes razn  Helena , a m tambin me gustan mucho, y ciertamente parece que uno no sobrevivir mucho...","105"
"Sempre quis morar por a...","106"
"Great use of 3rds and the blue/orange contrast is great!","107"
"gorgeous blue sky!   The World Through My Eyes","107"
"very nice i like the way the sky pops great shot","107"
"great shot!","107"
"Classic scene! Great capture!!","107"
"nice shot well done","107"
"stunningly beautiful blue hour capture - LOVE this!!! guess I'll be seeing this in the Sun or some publication down the road","107"
"Cool!","107"
"","107"
"great shot.","107"
"Great dusk sky!","107"
"Love the magical colors and the soft sloping diagonals here.","107"
"Awesome composition Kev! The colours are brilliant; literally.","107"
"for a second I thought your title said  Baltimore Whorehouses, good sky","107"
"Fantastic portfolio of Baltimore! I just recently moved to DC from Europe and went to Baltimore a couple of times since! Love that place...it has soooo much photographic potential withunder. I hope I can make it there more often! Meanwhile congrats for all these excellent photos!","107"
"Beautiful shot!","108"
"Lindo momento. Obrigado por compartilhar.","108"
"Mooie opname en licht Fijne Zondag alvast","108"
"so very well composed","108"
"Tez przyjemna phota podoba mi sie  z prawej strony ta stara architectura .","108"
"Wspanialy zapis i fota. Ciekawe miasto.","108"
"Lubie takie alejki...","108"
"Bello camino otoal que te invita a caminar y meditar...","108"
"Nazwa na pewno nietypowa! Troch jestem rozczarowany, nie widzc adnych kotkw :) Fajna perspektywa.","108"
"","108"
"I saw your great photo in the group: Canon Camera.","109"
"I can't name it but , I can admire it's beauty!!","109"
"","109"
"Esta magnfica Foto ha sido vista en el grupo:  Casas de Piedra","109"
"","110"
"I bike there too evey day (also to imec); It is especially nice and corlorful this time of year...","111"
"Fantastic photograph great shadows","112"
"Belle linee!","112"
"Nice picture with a nice light !","112"
"this Amazing Work deserves a Crown !     Royal G. , +28'000 Flickers wear the Crown ! ","112"
"I love Sofa, you know.-  have a nice weekend","113"
"Beautiful trees, great shot.","113"
"             .             .           .","113"
"Nice to show us these nice shots!","114"
"Me encanta tu ciudad, muy bella","114"
"Precioso color de las flores.Bellisimas.","115"
"Beautiful blossoms....lovely shot!","115"
"Beautiful lighting and composition, excellent work.","115"
"What gorgeous spring blossoms. You have answered my question here :-) You will miss these flowers in Rome. Have a wonderful trip.","115"
"Lovely Blossoms. In Christchurch..lovely","115"
"So beautiful my dear friend!","115"
"Awesome capture !!!","115"
"Lovely shot with great lighting.","115"
"Beautiful work!! Have a great week ahead....","115"
"Well done - wonderful shot, Jocelyn","115"
"Beautiful ,the blossoms contrast lovely with the blue sky.","115"
"Beautiful shot","115"
"A wonderful light  respects the Flower and magnifies the intensity on the Flower petals...contrast against  blue background!","115"
"Aww so pretty","115"
"Wonderful.","115"
"Real pretty work!!","115"
"Great shot very well composed !!","115"
"","115"
"Thankyou all very much for your comments ~","115"
"Wow!! Instant fave, Jocelyn! The light is beautiful and I love those spring colors!  Really lovely shot!","115"
"Beautiful color and light, Jocelyn. I love the vertical format for this.","115"
"Lovely light and a gorgeous splash of colour..","115"
"really pretty, great point of view","115"
"lovely flowers and beautiful light. wonderful!!","115"
"Pretty!","115"
"Stunning shot - excellent composition - really well done :-)","115"
"Beautifully captured","115"
"very nice!","115"
"Very nice flowers!.","115"
"Wonderful avenue","115"
"superb image ! so beautiful !","115"
"Beautiful light !","115"
"Hervorragend - die stolze Reiterstatue !","116"
"wunderschn gerahmt und tolles licht!!!","116"
"re: ...htte ich nicht erwartet ;)) Schlaf guet !","116"
"A fabulous image !","116"
"a fine capture","116"
"Great composition.","116"
"klasse Bild !","116"
"Great!!","116"
"Magnifica","116"
"Ottimo scatto,complimenti","116"
"Muy bien vista !","116"
"Gorgeous framing and perspective, a beautiful image.","116"
"excellent work@  :))","116"
"Eine tolle Szene und ein klasse Bild Mike!  Ich wnsche dir ein tolles Wochenende :-)  Liebe Gre Gerald","116"
"schn umrahmt","116"
"Mir gefllt das Licht und der schne natrliche Rahmen.","116"
"Excellent statue capture and perspective!","116"
"Die imposante Reiterfigur hast du wunderschn in Szene gesetzt, die Farben und Kontraste sind klasse.","116"
"i like a lot the trees that work like a frame!","116"
"Schn hesch das gmacht, dass d'Sonne nor grad of die Schtatue schiint ond de erscht, we Du de Garibaldi iigramt hesch (ond dee cheert Der eifach de Rgge zue ;((( )  Heb e schne Samschtig!","116"
"Ganz toll ins Bild gesetzt!","116"
"Superb ... expertly framed!","116"
"Fantastic! Love how you've composed this!","116"
"perfecto color, perfecto encuadre, brillante registro","116"
"Bello scatto con una ottima luce !!!!!!!!!!!","116"
"Excellent shot!!!  Nice colors, light, and shadow!!!  Louie","116"
"Sehr schn mit der Einrahmung!","116"
"genau: der rahmen mit den bumen gefllt mir ebenfalls ausgezeichnet!","116"
"Gut eingerahmt.","116"
" Flickr Hearts - Post 1 - Give 3 Flickr Hearts ","116"
"I like how it's framed by the trees","116"
"Nicely composed with good framing with the trees.","116"
"Wunderbar warmes Licht. Hoffentlich auch bald bei uns!","116"
"ein imposantes Monument.","116"
"Love the trees and composition!","116"
"... ond e guete Schtart e di nji Woche!   Flickr Hearts - Post 1 - Give 5 Flickr Hearts ","116"
"beautiful light and framing","116"
"Schne Rahmung und Licht - perfekt fr das Garibaldi-Denkmal!","116"
"Sehr schoen komponiert.","116"
"Simply wonderful image. Great work !!!","116"
"Bella!","116"
"Beautiful composition","116"
"great work , lovely framing !","116"
"very nice","116"
"nice frame","116"
"Um trabalho brilhante e cheio de talento, ParabnsTenha uma semana Abenoada Desejo sincero deste seu Amigo Obrigado por estar desse lado.  *********************** PENSAMENTO DO DIA, PARA UM DIA MELHOR **********************   ***Um tolo que no diz uma palavra no se distingue de um sbio que se cala.***","116"
"wonderful shot","116"
"Originality..............3/5 First impression....4/5 Composition..........4/5 Colors.....................5/5 (Fav +1) ------------------------------ Total Score..........16/20  From the  Score me in Colors (IMMEDIATE BAN FOR RULES BREAKERS!!!) Group","116"
"Beautiful framing !!!","116"
"Originality..............3/5  First impression....4/5  Composition..........3/5  Colors.....................4/5  (Fav +1)  ------------------------------  Total Score..........14/20   From the  Score me in Colors (IMMEDIATE BAN FOR RULES BREAKERS!!!) Group","116"
"Excellent capture. Beautiful work!!!!","116"
"Great capture!","116"
"Originality..............3/5 First impression....4/5 Composition..........4/5 Colors.....................4/5 (Fav +1) ------------------------------ Total Score..........15/20  From the  Score me in Colors (IMMEDIATE BAN FOR RULES BREAKERS!!!) Group","116"
"Awesome image...This is an excellent capture.  Wish you a wonderful week   ^.^","116"
"beautiful ! very nice composition !","116"
"Superb Image, Excellent work!!  Im back  thanks for your support as always. Please feedback mine: Photographer in Action  (^_^) Wish you the best..","116"
"nicely framed by the trees!!","116"
"thanks for all your comments and faves!","116"
"very nice","116"
"Cool framing!","116"
"# 9 - So Boss i geb Der e guete Rot: mach wiiiter!","116"
"FANTASTISCH !!! So schn, ist unser Foto nicht geworden ...","116"
"eine schne Reiterstatue.","116"
"I like the composition. Nothing like an ol' gum tree to make a photo look more Australian.","117"
"Poland is beautiful! I want to travel there so much more whenever I see your pictures.","118"
"Accidentally posted to this group. Please delete. Thank you.","119"
"stunning shot .","119"
"Excellent work!","119"
"Lovely!","119"
"What a great spectacle you managed to capture here!!!","119"
"Beautiful shot...","119"
"A stunning sky in this capture...thanks for calling by on my stream!","119"
"Outstanding image!!!","119"
"Great shot my friend","119"
"Beautiful composition and mood!!","119"
"Very nicely processed to yield the painting effect.  Excellent work.","119"
"beautiful","119"
"Lovely photograph. Have a happy weekend","119"
"Nice Capture ","119"
"Cool. Very.","119"
"J'adore :) Cette impression que les arbres enferment la petite Tour Eiffel... Vraiment bien","120"
"Very nice - love the surrealistic colors.","121"
"Trs joli traitement sur cette photo.","121"
"Nicely done.","121"
"Thank you all","121"
"Faved Congratulations  Best of Flickr please post 1 comment and faves 3","121"
"Faved Congratulations  Best of Flickr please post 1 comment and faves 3","121"
"Faved Congratulations  Best of Flickr please post 1 comment and faves 2","121"
"Te invito a agregar tu foto a: Je t'invite  ajouter ta photo : Please add your photo to:  Rotondes, Rotondas, Ronds-points, Roundabouts ","122"
"YES .. - I remember :-)))) - what a beautiful morning ...","123"
"Great morning walk picture :-)  :-):-)","123"
"nice","123"
"Morning walks are good and should be excersized.","123"
"Early October!  For a moment, I thought the seasons had gone backwards (some day. . .).","123"
"","123"
"","124"
"","124"
"","124"
"   ","124"
",","124"
"Laat de winter maar komen!!     Gezien  Bewonderd in Beautiful Groningen ","124"
"Lovely winter photo","124"
"Prachtige serie Roy heerlijk die sneeuw, mis ik toch wel hier hoor!!!!!!!!!!","124"
"prachtig!!!     Gezien  Bewonderd in Beautiful Groningen ","124"
"Thanks for entering this fantastic photo in the weekly photo contest. The World Through My Eyes","124"
"now, thats brilliant....colors..light....place...and car....love it!!!","125"
"Very nicely composed.","125"
"Very good!","126"
"J'aime vraiment bien ce epson rd1s, impressionnant ton matos, je ne sais pas comment tu fais pour choisir avec quel appareil sortir","126"
"c'est simple tous les jours je sors avec le rd1, et pour les autres sorties le reflex :)","126"
"Saturated?  Works well.","127"
" Questa  una bellissima immagine di...   Natura in citt","127"
"Awesome.","128"
"Thanks","128"
"I love the curved trunk of the small tree ! Beautiful landscape!","129"
"","129"
"Nice description of this bendy fellow.  And great composition with the path.","129"
"I really like the processing.","129"
"Thanks Georgette and brian.","129"
"another wow Dave, nice shot and postprocessing","129"
"","129"
"veo que puedes tomar fotos guapas sin chicas :)) feliz jueves! besos","130"
"Bella composizione","130"
"COMPLIMENTI per la tua foto vista in: OCCHIO FOTOGRAFICO    ","130"
", !","131"
"Wonderful photo, my friend","131"
"gorgeous summer scene","131"
"Wow that's very, very cool! Great image with a sort of Lensbaby effect. And a DIY camera? That's awesome! I want to try! :-)","131"
"","131"
"Lovely capture, perspective and processing my friend! Have a great week :-)","131"
"Awesome! It almost looks like the effect I can get with my tilt/shift lens, great job!","131"
"~~XD","131"
"!","131"
"He need bigger umbrella :D","131"
"lovely walk way, nice shadow.","131"
"Great effect. I'm inspired to check out this TLR!","131"
"!","131"
"very cool work :)","131"
"Funny capture !","131"
"great effect!","131"
"oh yes --- finally! :-) The blossoms are gorgeous!","132"
"Bragger! :p  Lovely shot.","132"
"I thought of another word that starts with B and ends with tard but it wouldn't be nice :) Take a look at my shots from today and you'll see why :P  When I lived in Vancouver it gave me great joy every February to call my friends back here and tell them about walking around in shirtsleeves and looking at the first Crocus of the year-this is the photo equivalent :)","132"
"Yeah, I thought winter was over here in Toronto too. We had a few warm days recently, but today received a few centimetres of snow =(","132"
"I went away for a week, and this has happened, I have to get downtown.  Beautiful.","132"
"I can't wait to see them at burrard station !!","132"
"Wow","132"
"I had to get out to see them yesterday... spring is really springing!","132"
"","132"
"nice one","132"
"Beautiful shot. Very nice.","133"
"Excellent shot and framing.","133"
"I like the sky!","134"
"Beautiful colors, stunning photo","135"
"Love this! A lot!!","136"
"...:-(  ... ...:-(","136"
"Glad you like it :) thanks for your comments","136"
"Great hideout.","136"
"Life with a  poetic relationship","136"
"nice!","136"
"Tree-mendous","136"
":) Thanks","136"
"","137"
"really beautiful!","137"
"This pic makes me wanna...  lay under a tree and watch the sky.","138"
"This pic makes me wanna...  To enjoy this short summer...!","138"
"This pic makes me wanna...  feel the texture of the branches.","138"
"Thank you!","139"
"beautiful and very atmospheric... (happy new year!!!)","140"
"Great work.","140"
"trs russi","140"
"great mood, well done","140"
"I like the blur effect in this image, well done Louise!","140"
"dreamy. nostalgic atmosphere","140"
"Love the mood and these tones that have such a nostalgic quality.","140"
"J'aime ce flou ! Trs beau travail !","140"
"beautiful, i actually like that its dark!","141"
"i must admit that when i look at it in the large size, this dark part is even more powerfull, but for the church, there are some details that doesn't appear and this is too bad...lol but thanks, it's an old take but i still love it...cos of the atmosphere, this sky was really incredible, never saw this again...or maybe i miss it !!!","141"
"You Are A Blue Ribbon Winner! If you haven't done so, please delete your photo from the invite thread and add it to  Blue Ribbon Photography (Invited Images ONLY) Please tag your photo: BlueRibbonWinner","141"
"Very nice! I saw this photo in Blue Ribbon Photography. You deserve another Blue Ribbon! Blue Ribbon Photography (Invited Photos ONLY) Please tag your photo: BlueRibbonWinner  Commented with SOS","141"
" Congratulations! Your pic becomes nominee of Shield Of Excellence Please add this photo to the Shield Of Excellence Group. Please be sure this is tagged SOE","141"
"amazing! love the light and tones in this one! :D","141"
"Nice film noir mood to this shot.","141"
"you're right, there's a taste of a dead end story !!!","141"
"beautiful ~","141"
"love this","142"
"Beautiful, well taken and processed.","142"
"Fabulous, would love to be strolling down that","142"
"Huh, festi sz szerint, eljulok :o)","143"
"Kszi Anna, azrt azt ne tedd! ;) Szerencsm volt, hogy a hfelhk pp sztnyltak egy picit s lett nmi (szrt) fny...","143"
"Beautiful.  It's a beautiful fall scene.  IT's a reminder to me of the introspection that winter brings.","143"
"romantic, poetic, lyrical...","143"
"Amazing color.","143"
"Very nice shot.","143"
"great colors and very nice composition!","143"
"great shot..","143"
"I love this shot!","143"
"Na, ez az, errl beszltem eddig! Gynyrsgesre sikeredett remek!!!! risi gratula!","143"
"Micsoda remek hangulatot raszt ez a kp ! Aki csendben letelepedik erre a padra, hamarosan surran mankat, tndreket lthat :-)","143"
"Empty garden (Elton John)","143"
"This is real Poesie!","144"
"Wonderful photo! it's amazing how many nice corners we can find in the cities. Congratulations for your picture.","144"
" You Are A Blue Ribbon Winner! If you haven't done so, please add your photo to:","144"
" Blue Ribbon Photography (Invited Images ONLY)","144"
" Please tag your photo: BlueRibbonWinner","144"
"j'aime beaucoup cet atmosphre romantique et potique ! belle photo !","144"
"Belle ambiance dans cette photo !","144"
" ","144"
" J'ai vu cette photo sur Rues et routes du monde","144"
"J'adore l'arbre, les ombres sur le mur, les couleurs, etc, etc...","144"
" ","144"
" J'ai vu cette photo sur Rues et routes du monde","144"
"","144"
" Comentada en Los mejores momentos de tu da. Commented on Los mejores momentos de tu da","144"
"","144"
" Comentada en Los mejores momentos de tu da. Commented on Los mejores momentos de tu da","144"
"","144"
" ","144"
" Congratulations: Voyageurs du monde","144"
"","144"
"Lovely view, I just posted the same tree in winter (and put a link to yours)","144"
"This image was spotted in landscapes-shot-in-portrait-format  Please be sure your photo is TAGGED landscapes-shot-in-portrait-format  landscapes-shot-in-portrait-format","144"
"**Put you comment here...*** ","144"
"","144"
"Que cette image est jolie...  L'endroit, la composition, l'ombre et la lumire...  Bien jou !   ","144"
"   La Petite Galerie / The Little Photo Shoppe","144"
" ","144"
" Please join us, if you have not done so!!!","144"
" Brilliant Photograph by an 'H","144"
"Outstanding image !!!","144"
"a href","144"
"","145"
"Excelente perspectiva","145"
"Excellent photo, congratulations! Thank you for sharing with us in:   * OPEN SPACE FOR PHOTOGRAPHY group *","145"
"Beautiful shot:)","145"
"Que lindo parece Hollywood :) Bela foto meu amigo!! Aqui  primavera, tem feito dias agradaveis- mas como v sabe  muito curto...tudo passa muito depressa- Em Agosto j  Outono novamente :)  mas fazer o que  podemos ter tudo ;) Bom te ver abs de primavera!!","145"
"Perfect","145"
"  You are never too old to set another goal or to dream a new dream. C. S. Lewis   Nice work that you share us today. Wishing you a beautiful day full of peace and harmony. regards","146"
"een in L-1 Photography for Recreation (P1/A5) Sweeper Active","147"
"Wonderful shot, great colours!  THANK YOU FOR SHARING YOUR ** AMAZING TREE **    **AMAZING TREES**  We hope to see many more !","148"
"Very nice We do not have snow here, and not a single snowflake since last winter","149"
"Bella composizione, bella luce.","150"
"Vista en el grupo Castilla.","151"
". Gracias por tu inters, Antonio.  He visto tu perfil, y comparto muchas de las cosas que dices en l, en particular sobre el procesamiento de las imgenes y la importancia del factor humano artstico por encima de los factores meramente tcnicos y tecnolgicos. Veo que tambin coincidimos en nuestro amor y admiracin por la belleza de  las tierras castellanas.  Buen finde y saludos. T. .","151"
"Excellent capture!  Grazie per aver condiviso questo scatto con noi Thank you for sharing your picture with us   ","152"
"Grazie per aver condiviso questo scatto con noi Thank you for sharing your picture with us ","152"
"so simple so elegant.. as usual..","153"
"elegant is exactly the right word!  actually wonderful and poetic would also be appropriate ones.","153"
"Beauty is everywhere and you find it!  Keep on clicking.  sjs","153"
"Excellent composition, great shot!","153"
"yeesss...","153"
"So nice and simple. A beauty!   flickrjobs different images ","153"
"now THAT's a diptych xD","153"
"  flickrjobs different images ","153"
"Lovely....","153"
"smart compo...simple yet effective!!","153"
"superb !!    flickrjobs different images ","153"
"This is a fantastic shot! Really nice!","153"
"brilliant composition so zen :)","153"
"nice composition!","153"
"Simply beautiful!","153"
"love this elegance.","153"
"Beautiful...","153"
"Simple, minimal and PERFECT......","153"
"Beautiful shot, lovely simple composition.","153"
"Yikes!  This is so cool!","153"
"magnifique !","154"
"beautiful!","155"
"Whoa!","155"
"That can't have been easy to do.","155"
"That. Is. Awesome.  Maybe they were trying to protect their bike from bike-riding bears.","155"
"That's convenient :)","155"
"great shot!","155"
"nice! :)","155"
"great shot, love the tones. I just got a few rolls of this film, did you use a red filter?","155"
"interesting scene, nice shot","155"
"Thanks everyone!!  @ rich.steinbach - Thanks! It was fun meeting you the other day by the way. I keep meaning to stop by your store at some point, but for whatever reason, I don't get over to that part of town too often. But anyway, no I didn't use a red filter, although it does kind of look like I did.","155"
"Beautifully captured.   I'm glad to see that the Baltimore bike trees are bearing fruit.","155"
"Another great one. I like how the bike breaks the symmetry. Also the color of the leaves (yellow?)","155"
"@ tuning slide -  Thanks! Yes, the leaves were a very nice yellow.","155"
"heheh. love it.","155"
"Hmm, that's different. Definitely photo worthy!","155"
"great topic, great treatment, great square!","155"
"surreal and awesome","155"
"When you come to a fork in the road, take it.   --  Yogi Berra   Great image !","155"
"Ever so droll!  And beautifully exposed.","155"
"One way to stop your bike getting pinched:)  Great take!","155"
"Great one!","155"
"oh, wow, good parking for bike xD","155"
"wickedly cool!","155"
"Quirky as all get out!","155"
"strange how the leaves almost seem like paper cut-outs -- but the bike  tree trunk are so very real...","155"
"cool!","155"
"oh dear what happened to the poor bike!","155"
"haha. great find. :) ready for harvest.","155"
"what the?","155"
"You had to be there... !!!  great!","155"
"Fantastic shot! :) love it.","155"
"Oh, a bicycle tree and it's yielding fruit! Please add it here my dear: - Two wheels on the drift -.","155"
" It's spreading ... ","155"
"GREAT IMAGE and PRESENTATION ","156"
"nice","157"
"Very good.","157"
"Hermosa perspectiva de una calle, muy bello el arbolado.-","158"
"Great street shot, like all the green.","158"
"thank you very much  merry christmas my friend","159"
"Amazing photo !","159"
"Wonderful capture !!   ~New Envy of Flickr!~  Please add your photo to the ~New Envy of Flickr!~ ","159"
"Magnificent shot, fantastic image","159"
"Great use of the sunlight Terry","159"
"  ","160"
"wow wow wow ......Mexico is soooooooo colorful and interesting in their architecture. Some of my best images has been taken down there. I love all three you posted here. Excellent composition, light and vivid colors...esp the last one. You must have been in photo heaven. The last shot looks so tidy and clean on the walkway. Not the Mexico I'm used to.","160"
"All three just superb images.. very nice work..;-)","160"
"Perfectly captured essence of pattenr and minimalism...love the buildings in a row","160"
"Amazing scenes. Thanks for sharing. Looks fascinating. Have a great Friday, Renae.","160"
"Me gusta mucho ese perfil de casas","160"
"Very nice work.........beautiful image.  Have a great weekend, my friend.","160"
"Incredible place and capture.","160"
"I love the architecture of the homes - wonderful shots!","160"
"FABULOUS shot, Renae!!!  Although I love the ocean, I live near the mountains and that was the first thing I noticed...how FLAT it is there!! :-)  -- Discovered using FlickrFox. ( ? )","160"
"Beautiful composition, excellent image! It looks wonderful!","160"
"gorgeous collection of photographs ... beautiful colors ..  thanks for sharing your images from your vacation with us ...","160"
"gorgeous shots! you should sell them to the tourist bureau!!   *This is a *Brilliant~Eye~Jewel!* You are invited to add your picture to our pool! *Please tag with BEJ*.","160"
"Owhhh.  All three are so  crisp and bright!  When I first saw the top one I was going to tell you that you've become a minimalist artist!  All of your postings from Mexico so far have been these great minimal portraits.  The last two today are a break from that.  I like them too.  What an eyeful.","160"
"beautiful images ....","160"
"Love this beautiful and simple composition.","160"
"Wonderful sparse first photo!  Love the colors in the others!!","160"
"GREAT series!","160"
"love the color saturation, the pattern...","160"
"These film pictures taken with that Summicron-M have a gorgeous look.","161"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Distant challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Distant challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Distant challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Distant challenge","162"
"","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
" This photo makes me want to travel and gets my vote in the Lonely Planet Publications group's Avenue challenge","162"
"","163"
"phenomenal atmosphere ...","164"
"INVITE YOU TO TARGETS PHOTOS SKIES AND CLOUDS IN WHICH HE FORMED THE GROUP TODAY. TE INVITO  A QUE METAS FOTOS DE CIELOS Y NUBES EN EL GRUPO  QUE HE FORMADO HOY MISMOI I","164"
"love the colors!","165"
"Muito linda!","166"
"","166"
"Very fine capture.","167"
"Excellent light and scene, well composed.","167"
"Hinh dep !!!","167"
"A great series of photos of beautiful Adelaide Jocey!","167"
"amazing capture!","167"
"magnificent shot. The composition, framing and light are excellent. Nice work!","167"
"Wonderful shot!!!","167"
"Simply beautiful !!","167"
"Looks like beautiful weather!","167"
"Belle photo !","167"
"Nice shot","167"
"Nice View Point for Photo Jocey  Beautiful Shot Friend .  A Happy Day to You :)","167"
"Excellent, a beautiful capture which is captivating.","167"
"I loved the composition of the picture framing!","167"
"Nice shot!","167"
"Beautiful shot","167"
"Gray and cloudy here J hope your in good health ?","167"
"Thankyou all very much ~","167"
"","167"
"A beautiful, vibrant, sunny shot Jocelyn. Great capture!","167"
"","167"
"Magnifica!","168"
"Love it!","168"
"sei brava","168"
"Bienvenue / Welcome  Premire slection ! / First slection ! -5-","169"
"Bienvenue / Welcome  Premire slection ! / First slection ! -5-","169"
"Bienvenue / Welcome  Premire slection ! / First slection ! -5-","169"
"Bienvenue / Welcome  Premire slection ! / First slection ! -5-","169"
"Bienvenue / Welcome  Premire slection ! / First slection ! -5-","169"
"Visto en All beautiful shots and many more.  Todas las cosas son hermosas a los ojos   sinceros. ","169"
"Bienvenue / Welcome Invite Only !  1 Elite club, premier Cercle -8-","169"
"Bienvenue / Welcome Invite Only !  1 Elite club, premier Cercle -8-","169"
"Maravilhosa foto, Petri!! Obrigado pela sua visita em minhas fotos. Saudaes!!","169"
"Nice shot","169"
"This is beautiful. Lovely soft focus.","169"
"cool snowy image :) nice shot!  The World Through My Eyes","170"
"Bellissima immagine!","170"
"","170"
"","170"
"","170"
